DS,GEMMA2,GPT-4o,PHI3.5,QWEN2.5,drug1,drug2,source_file,target
1,0,0,0,1,DB14719,DB01701,HIV,0
0,0,0,0,0,DB02556,DB04648,HIV,0
0,0,0,1,1,DB08414,DB00695,HIV,0
0,1,0,0,0,DB04531,DB11714,HIV,0
1,0,0,1,1,DB14766,DB02602,HIV,0
0,0,0,0,0,DB02232,DB07343,HIV,0
0,0,0,0,1,DB05667,DB04689,HIV,0
0,0,0,0,0,DB03477,DB06873,HIV,0
0,0,0,0,0,DB00054,DB04349,HIV,0
0,0,0,0,0,DB15822,DB07042,HIV,0
0,0,0,0,0,DB01981,DB00833,HIV,0
1,0,0,0,0,DB01927,DB11952,HIV,0
0,0,0,0,0,DB02572,DB02611,HIV,0
0,0,0,0,0,DB06414,DB07039,HIV,0
0,0,0,0,0,DB04346,DB03203,HIV,0
0,0,1,1,1,DB07702,DB01030,HIV,0
1,0,0,1,1,DB01279,DB09040,HIV,0
0,0,0,0,0,DB02509,DB03925,HIV,0
0,0,0,0,0,DB02506,DB07987,HIV,0
1,0,1,1,1,DB15395,DB01033,HIV,0
0,0,0,0,0,DB02457,DB00141,HIV,0
0,0,0,0,0,DB04288,DB03169,HIV,0
0,0,0,0,0,DB02376,DB04392,HIV,0
0,0,0,0,0,DB07529,DB08818,HIV,0
0,0,0,0,1,DB07423,DB07568,HIV,0
1,0,0,1,0,DB04485,DB13140,HIV,0
0,0,0,0,0,DB08405,DB04398,HIV,0
1,0,0,0,0,DB00403,DB03957,HIV,0
0,0,0,0,0,DB02500,DB07344,HIV,0
0,0,0,0,0,DB00687,DB07871,HIV,0
0,0,0,0,0,DB03627,DB03461,HIV,0
0,0,0,0,0,DB01991,DB00086,HIV,0
0,0,0,0,0,DB03534,DB00560,HIV,0
1,0,0,0,1,DB09331,DB04350,HIV,0
0,0,0,0,0,DB09236,DB02155,HIV,0
0,0,0,0,0,DB08314,DB07771,HIV,0
0,0,0,0,0,DB07900,DB01129,HIV,0
0,0,0,0,0,DB08283,DB00260,HIV,0
0,0,0,0,1,DB00961,DB02399,HIV,0
0,0,0,0,0,DB08516,DB00033,HIV,0
0,0,0,0,0,DB14738,DB07295,HIV,0
0,0,0,0,0,DB01990,DB07672,HIV,0
0,0,0,0,0,DB07440,DB05679,HIV,0
0,0,0,0,0,DB03676,DB07854,HIV,0
0,0,0,0,0,DB04454,DB16694,HIV,0
0,0,0,0,0,DB03376,DB15271,HIV,0
0,0,0,0,0,DB01968,DB06273,HIV,0
0,0,0,0,0,DB07277,DB08020,HIV,0
1,1,1,1,1,DB00707,DB02266,HIV,0
0,0,0,0,0,DB07737,DB06218,HIV,0
0,0,0,0,0,DB08450,DB04212,HIV,0
0,0,1,1,0,DB01093,DB00854,HIV,0
0,0,0,0,0,DB08081,DB07330,HIV,0
0,0,0,0,0,DB07747,DB04465,HIV,0
0,0,0,0,0,DB07460,DB04128,HIV,0
0,0,0,0,0,DB01926,DB07401,HIV,0
0,0,0,0,0,DB02309,DB02435,HIV,0
0,0,0,0,0,DB03592,DB04565,HIV,0
0,0,0,0,0,DB02207,DB07859,HIV,0
0,0,0,1,1,DB07450,DB08875,HIV,0
0,0,0,0,1,DB01127,DB02320,HIV,0
0,0,0,0,0,DB02153,DB07544,HIV,0
0,0,0,0,0,DB04525,DB00880,HIV,0
0,0,0,0,0,DB07712,DB02297,HIV,0
0,0,0,0,0,DB03346,DB07638,HIV,0
0,0,0,0,0,DB02328,DB04653,HIV,0
0,0,0,0,0,DB04099,DB04175,HIV,0
0,0,0,0,1,DB05351,DB07023,HIV,0
0,0,0,0,0,DB11574,DB04480,HIV,0
0,0,0,0,0,DB07716,DB03552,HIV,0
0,0,0,0,0,DB01782,DB02376,HIV,0
0,0,0,0,0,DB08593,DB00188,HIV,0
0,0,0,0,0,DB04085,DB07533,HIV,0
0,0,0,0,0,DB04570,DB08645,HIV,0
0,0,0,0,0,DB04457,DB03223,HIV,0
0,0,1,1,1,DB09068,DB04456,HIV,0
0,0,0,0,0,DB03976,DB07610,HIV,0
0,0,0,0,0,DB07224,DB02263,HIV,0
1,1,1,1,1,DB09076,DB01250,HIV,0
0,0,0,0,0,DB13872,DB03658,HIV,0
1,1,1,1,1,DB00320,DB11714,HIV,0
1,0,0,1,1,DB05812,DB03709,HIV,0
0,0,0,0,0,DB07179,DB09329,HIV,0
0,0,0,0,0,DB01825,DB00578,HIV,0
0,0,0,0,0,DB04080,DB08653,HIV,0
0,0,0,0,0,DB02321,DB00528,HIV,0
0,0,0,0,0,DB01705,DB08194,HIV,0
0,0,1,1,0,DB02659,DB15617,HIV,0
0,0,0,0,0,DB03947,DB02701,HIV,0
0,0,0,0,0,DB01159,DB08289,HIV,0
1,0,0,0,1,DB13760,DB04446,HIV,0
0,0,0,0,1,DB12483,DB02119,HIV,0
0,0,0,0,0,DB07328,DB02358,HIV,0
0,0,0,0,0,DB00070,DB04643,HIV,0
0,0,0,0,0,DB04777,DB07706,HIV,0
1,1,1,1,1,DB14597,DB01199,HIV,0
0,0,0,0,0,DB08589,DB06842,HIV,0
1,1,1,1,1,DB00741,DB15699,HIV,0
0,0,0,0,0,DB08602,DB03150,HIV,0
0,0,0,0,0,DB01816,DB04009,HIV,0
0,0,0,0,0,DB03212,DB04296,HIV,0
0,0,0,0,0,DB08519,DB08149,HIV,0
0,0,0,0,0,DB02671,DB00481,HIV,0
0,0,0,0,0,DB01303,DB01734,HIV,0
1,0,1,1,1,DB14719,DB07919,HIV,0
0,0,0,0,0,DB03802,DB07059,HIV,0
0,0,0,0,0,DB02995,DB01806,HIV,0
1,0,0,0,0,DB01285,DB03643,HIV,0
0,0,0,0,0,DB14530,DB02170,HIV,0
0,0,0,0,0,DB04436,DB03152,HIV,0
0,0,0,0,0,DB04425,DB02828,HIV,0
0,0,0,0,0,DB01263,DB02694,HIV,0
0,0,0,0,1,DB09280,DB08471,HIV,0
0,0,0,1,0,DB03816,DB01209,HIV,0
0,0,0,0,0,DB03317,DB07419,HIV,0
0,0,0,0,0,DB02603,DB07303,HIV,0
0,0,0,0,1,DB14895,DB02185,HIV,0
0,0,0,0,0,DB02669,DB07058,HIV,0
0,0,0,0,0,DB07872,DB08489,HIV,0
0,0,0,0,0,DB04419,DB08621,HIV,0
0,0,0,0,0,DB02717,DB00846,HIV,0
1,0,0,1,0,DB14481,DB01165,HIV,0
1,0,0,0,1,DB13155,DB00521,HIV,0
0,0,0,0,0,DB06947,DB00790,HIV,0
1,0,1,1,1,DB13999,DB08807,HIV,0
0,0,0,0,0,DB04097,DB09013,HIV,0
0,0,0,0,0,DB02462,DB08109,HIV,0
1,1,1,1,1,DB12893,DB01053,HIV,0
0,0,0,0,0,DB07588,DB08434,HIV,0
0,0,0,0,0,DB00656,DB02501,HIV,0
1,1,1,0,1,DB01608,DB02579,HIV,0
0,0,0,0,0,DB02368,DB01665,HIV,0
0,0,0,1,0,DB04057,DB11181,HIV,0
0,0,0,0,0,DB07280,DB08488,HIV,0
0,0,0,0,0,DB03491,DB00383,HIV,0
1,1,1,1,1,DB00332,DB02640,HIV,0
0,0,0,0,0,DB09532,DB02563,HIV,0
0,0,0,0,1,DB01087,DB08007,HIV,0
0,0,0,0,0,DB06952,DB07091,HIV,0
0,0,0,0,0,DB03736,DB08598,HIV,0
0,0,0,0,0,DB03825,DB07161,HIV,0
0,0,0,0,0,DB15685,DB07836,HIV,0
0,0,0,0,0,DB07758,DB11763,HIV,0
0,0,0,0,0,DB02422,DB02004,HIV,0
0,0,0,0,0,DB08517,DB04784,HIV,0
1,1,0,0,0,DB04662,DB00396,HIV,0
0,0,0,0,0,DB01997,DB08036,HIV,0
0,0,0,0,0,DB02049,DB08781,HIV,0
0,0,0,0,0,DB08294,DB02876,HIV,0
0,0,0,0,0,DB01896,DB00130,HIV,0
0,0,0,0,0,DB08902,DB01957,HIV,0
1,1,1,1,1,DB16665,DB09280,HIV,0
0,0,0,0,0,DB08185,DB02721,HIV,0
0,0,0,0,0,DB02925,DB07032,HIV,0
1,1,1,1,1,DB04938,DB12159,HIV,0
0,0,0,0,0,DB04048,DB08617,HIV,0
0,0,0,0,0,DB08139,DB12107,HIV,0
0,0,0,0,0,DB04004,DB01333,HIV,0
1,0,0,0,1,DB15490,DB02016,HIV,0
0,0,0,0,0,DB02955,DB07528,HIV,0
0,0,0,0,0,DB04089,DB07581,HIV,0
0,0,0,0,0,DB03301,DB08211,HIV,0
0,0,0,0,0,DB06699,DB03650,HIV,0
0,0,0,0,0,DB08312,DB00892,HIV,0
0,0,0,0,0,DB03766,DB02382,HIV,0
0,0,0,0,0,DB00319,DB08039,HIV,0
0,0,0,0,0,DB07367,DB07516,HIV,0
0,0,0,0,0,DB04004,DB00165,HIV,0
0,0,0,0,0,DB06827,DB03392,HIV,0
0,0,0,0,0,DB02804,DB03812,HIV,0
0,0,0,0,0,DB07162,DB04239,HIV,0
0,0,0,0,1,DB11995,DB08247,HIV,0
0,0,0,0,0,DB14499,DB08251,HIV,0
0,0,0,1,0,DB08071,DB00481,HIV,0
0,0,0,0,0,DB04918,DB07242,HIV,0
0,0,0,0,0,DB02895,DB01217,HIV,0
1,0,1,1,1,DB00228,DB16582,HIV,0
1,0,0,0,0,DB05311,DB02118,HIV,0
0,0,0,0,0,DB02827,DB08055,HIV,0
0,0,0,0,1,DB01166,DB07848,HIV,0
0,0,0,0,0,DB07716,DB07561,HIV,0
0,0,0,0,0,DB04471,DB04459,HIV,0
0,0,0,0,0,DB04113,DB04707,HIV,0
0,0,1,1,1,DB00823,DB04168,HIV,0
0,0,0,0,0,DB08300,DB00889,HIV,0
1,0,1,1,0,DB16222,DB03615,HIV,0
0,0,0,0,0,DB01669,DB02105,HIV,0
0,0,0,0,0,DB07005,DB01409,HIV,0
1,0,0,1,1,DB04715,DB14575,HIV,0
0,0,0,0,0,DB00038,DB07924,HIV,0
0,0,0,0,0,DB04631,DB14583,HIV,0
0,0,0,0,1,DB01260,DB01686,HIV,0
0,0,0,0,0,DB07301,DB00135,HIV,0
1,1,1,1,1,DB09213,DB00424,HIV,0
0,0,0,0,0,DB02506,DB07793,HIV,0
0,0,0,0,0,DB02805,DB07168,HIV,0
0,0,0,0,0,DB16226,DB08707,HIV,0
0,0,0,0,0,DB04282,DB04682,HIV,0
0,0,0,0,1,DB00636,DB08008,HIV,0
0,0,0,0,0,DB03157,DB04385,HIV,0
0,0,0,0,0,DB08441,DB08802,HIV,0
0,0,0,0,0,DB08753,DB13943,HIV,0
0,0,0,0,0,DB04609,DB04237,HIV,0
0,0,0,0,0,DB08128,DB13310,HIV,0
1,1,1,1,1,DB00575,DB14811,HIV,0
0,0,0,0,0,DB15588,DB04075,HIV,0
0,0,0,0,0,DB17449,DB07605,HIV,0
0,0,0,0,0,DB06734,DB08704,HIV,0
0,0,0,0,0,DB11221,DB08125,HIV,0
0,0,0,0,0,DB03708,DB08640,HIV,0
0,0,0,0,0,DB11623,DB02162,HIV,0
0,0,0,0,0,DB02726,DB01745,HIV,0
0,0,0,0,1,DB09020,DB07704,HIV,0
0,0,0,0,0,DB08281,DB11588,HIV,0
0,0,0,0,0,DB02534,DB02553,HIV,0
1,0,1,1,1,DB00838,DB00385,HIV,0
0,0,0,0,0,DB02541,DB08514,HIV,0
0,0,0,0,0,DB03552,DB15568,HIV,0
0,0,0,0,0,DB06956,DB16703,HIV,0
0,0,0,0,0,DB06739,DB03073,HIV,0
0,0,0,0,0,DB02161,DB08774,HIV,0
0,0,0,0,0,DB02606,DB03072,HIV,0
0,0,0,0,0,DB09048,DB08200,HIV,0
0,0,0,0,0,DB04095,DB09302,HIV,0
0,0,0,0,1,DB00750,DB08464,HIV,0
0,0,0,0,1,DB07467,DB07979,HIV,0
0,0,0,0,0,DB00847,DB08159,HIV,0
0,0,0,0,0,DB07317,DB04579,HIV,0
0,0,0,0,0,DB03102,DB08097,HIV,0
0,0,0,0,0,DB07040,DB14580,HIV,0
1,0,1,1,0,DB03902,DB00417,HIV,0
1,0,1,1,1,DB11986,DB01130,HIV,0
1,1,1,1,1,DB14538,DB09241,HIV,0
0,0,0,0,0,DB08302,DB07590,HIV,0
0,0,0,0,0,DB01382,DB01885,HIV,0
0,0,0,0,0,DB02483,DB07504,HIV,0
0,0,0,0,0,DB04727,DB08026,HIV,0
1,0,0,1,1,DB00659,DB16226,HIV,0
0,0,0,0,0,DB08129,DB09148,HIV,0
1,0,0,0,1,DB08882,DB07681,HIV,0
0,0,0,0,1,DB01409,DB07920,HIV,0
0,0,0,0,0,DB03934,DB02087,HIV,0
0,0,0,0,0,DB03818,DB08660,HIV,0
0,0,0,0,0,DB08594,DB06925,HIV,0
0,0,0,0,0,DB07310,DB16738,HIV,0
0,0,0,0,0,DB02906,DB01072,HIV,0
0,0,0,0,0,DB07309,DB04081,HIV,0
0,0,0,0,0,DB02087,DB12978,HIV,0
1,0,0,1,0,DB03932,DB00043,HIV,0
0,0,0,0,0,DB00343,DB06967,HIV,0
0,0,0,0,0,DB18716,DB01890,HIV,0
1,0,0,0,0,DB01415,DB11113,HIV,0
0,0,0,0,0,DB02321,DB03502,HIV,0
0,0,0,0,0,DB03363,DB09221,HIV,0
0,0,0,0,1,DB00316,DB02205,HIV,0
0,0,0,0,0,DB06273,DB04047,HIV,0
0,0,0,0,0,DB02185,DB07462,HIV,0
0,0,0,1,0,DB01741,DB04880,HIV,0
0,0,0,0,0,DB03811,DB00727,HIV,0
0,0,0,0,0,DB07178,DB00180,HIV,0
0,0,0,0,0,DB07883,DB06709,HIV,0
0,0,0,0,0,DB02317,DB03493,HIV,0
0,0,0,0,0,DB04724,DB03116,HIV,0
0,0,0,0,0,DB07498,DB04680,HIV,0
0,0,0,0,1,DB00498,DB02642,HIV,0
0,0,0,0,0,DB09130,DB04620,HIV,0
0,0,0,0,0,DB03113,DB07991,HIV,0
1,0,0,0,1,DB00368,DB03221,HIV,0
0,0,0,0,0,DB05773,DB07606,HIV,0
0,0,0,0,0,DB08015,DB08113,HIV,0
0,0,0,0,0,DB06852,DB02927,HIV,0
0,0,0,0,0,DB07141,DB07565,HIV,0
0,0,0,1,0,DB04524,DB02116,HIV,0
1,0,0,0,0,DB01066,DB01931,HIV,0
0,0,0,0,0,DB08596,DB00100,HIV,0
0,0,0,0,0,DB02585,DB02932,HIV,0
0,0,0,0,0,DB04015,DB08338,HIV,0
0,0,0,0,0,DB04312,DB02191,HIV,0
0,0,0,0,0,DB03185,DB11834,HIV,0
0,1,1,1,1,DB00039,DB04456,HIV,0
0,0,0,0,0,DB06981,DB08310,HIV,0
1,0,1,1,1,DB06616,DB01325,HIV,0
0,0,0,0,0,DB03712,DB07462,HIV,0
1,0,1,1,1,DB08869,DB12364,HIV,0
0,0,0,0,0,DB08025,DB00770,HIV,0
0,0,0,0,0,DB04261,DB06777,HIV,0
0,0,0,0,0,DB06899,DB12789,HIV,0
0,0,0,0,0,DB03639,DB00527,HIV,0
0,0,0,0,0,DB09559,DB03631,HIV,0
0,0,0,0,0,DB04342,DB03072,HIV,0
0,0,0,0,0,DB08172,DB11195,HIV,0
0,0,0,0,0,DB03613,DB04079,HIV,0
0,0,0,0,0,DB02594,DB07530,HIV,0
0,0,0,0,0,DB07504,DB14034,HIV,0
0,0,0,0,0,DB03086,DB14544,HIV,0
0,0,0,0,0,DB01688,DB07756,HIV,0
0,0,0,0,0,DB06840,DB01946,HIV,0
1,0,1,1,1,DB11606,DB00358,HIV,0
1,0,0,0,0,DB16778,DB11132,HIV,0
0,0,0,0,0,DB01085,DB02779,HIV,0
0,0,0,0,0,DB07405,DB01357,HIV,0
0,0,0,0,0,DB02697,DB02628,HIV,0
0,0,0,0,0,DB03507,DB08902,HIV,0
0,0,0,0,0,DB03062,DB01772,HIV,0
0,0,0,0,0,DB04491,DB01899,HIV,0
0,0,0,0,0,DB00630,DB04301,HIV,0
0,0,0,0,0,DB02195,DB00153,HIV,0
0,0,0,0,0,DB02688,DB02609,HIV,0
0,0,0,0,1,DB04847,DB02894,HIV,0
0,0,0,0,0,DB16098,DB02308,HIV,0
0,0,0,0,0,DB04317,DB06928,HIV,0
0,0,0,0,0,DB08594,DB00444,HIV,0
1,1,1,1,1,DB00948,DB00477,HIV,0
0,0,0,0,0,DB07645,DB03270,HIV,0
0,0,0,0,0,DB08360,DB08656,HIV,0
0,0,0,0,0,DB07635,DB07256,HIV,0
0,0,0,0,0,DB08541,DB00934,HIV,0
0,0,0,0,0,DB08393,DB09300,HIV,0
1,1,0,1,1,DB00811,DB14864,HIV,0
0,0,0,0,0,DB03178,DB04652,HIV,0
0,0,0,0,0,DB01960,DB02122,HIV,0
0,0,0,0,1,DB06987,DB04792,HIV,0
0,0,0,0,0,DB02941,DB00575,HIV,0
0,0,0,0,0,DB02223,DB07767,HIV,0
0,0,0,0,0,DB01172,DB02343,HIV,0
1,0,0,1,1,DB08660,DB09049,HIV,0
0,0,0,0,0,DB13903,DB08334,HIV,0
0,0,0,0,1,DB06204,DB03859,HIV,0
0,0,0,0,0,DB06910,DB02104,HIV,0
0,0,0,0,0,DB04212,DB04655,HIV,0
0,0,0,0,0,DB02482,DB03738,HIV,0
0,0,0,0,1,DB01656,DB03468,HIV,0
1,1,1,1,1,DB00042,DB14597,HIV,0
0,0,0,0,1,DB13837,DB08464,HIV,0
1,1,1,1,1,DB13931,DB00390,HIV,0
0,0,0,0,0,DB01270,DB04244,HIV,0
0,0,0,0,0,DB06860,DB08512,HIV,0
0,0,0,0,0,DB03096,DB06996,HIV,0
0,0,0,0,0,DB08471,DB00606,HIV,0
0,0,0,0,0,DB03124,DB08572,HIV,0
0,0,0,0,1,DB14061,DB03060,HIV,0
0,0,0,0,0,DB07348,DB00183,HIV,0
0,0,0,0,0,DB02585,DB09513,HIV,0
0,0,0,0,0,DB02767,DB03223,HIV,0
0,0,0,0,0,DB08029,DB14034,HIV,0
1,0,0,0,1,DB00313,DB04345,HIV,0
0,0,0,0,0,DB16703,DB03393,HIV,0
1,0,1,1,1,DB15593,DB09183,HIV,0
1,1,1,1,1,DB12278,DB13961,HIV,0
0,0,0,0,0,DB02992,DB04466,HIV,0
0,0,0,0,0,DB04142,DB04526,HIV,0
0,0,0,0,0,DB13146,DB02749,HIV,0
0,0,0,0,0,DB03280,DB15091,HIV,0
0,0,0,0,0,DB03212,DB02122,HIV,0
0,0,0,0,0,DB04154,DB00115,HIV,0
0,0,0,0,1,DB09068,DB07421,HIV,0
0,0,0,0,0,DB07513,DB07463,HIV,0
1,0,1,1,1,DB06813,DB01298,HIV,0
0,0,0,1,0,DB14062,DB07995,HIV,0
0,0,0,0,0,DB11136,DB03309,HIV,0
0,0,0,0,0,DB12615,DB02837,HIV,0
0,0,0,0,0,DB00148,DB02312,HIV,0
0,0,0,0,0,DB02368,DB08044,HIV,0
0,0,0,0,1,DB01124,DB03023,HIV,0
0,0,0,0,1,DB01265,DB00156,HIV,0
0,0,0,0,1,DB00796,DB02249,HIV,0
0,1,0,1,0,DB11588,DB01676,HIV,0
1,0,0,1,0,DB01370,DB12513,HIV,0
0,0,0,0,0,DB04306,DB01858,HIV,0
0,0,0,0,0,DB04661,DB02509,HIV,0
0,0,0,0,0,DB02849,DB07150,HIV,0
0,0,0,0,0,DB03607,DB01840,HIV,0
0,0,0,0,0,DB02393,DB02497,HIV,0
0,0,0,0,0,DB03818,DB03994,HIV,0
0,0,0,0,0,DB08640,DB14901,HIV,0
0,0,0,0,0,DB09079,DB04618,HIV,0
0,0,0,0,0,DB07827,DB05829,HIV,0
0,0,0,0,0,DB01017,DB02628,HIV,0
0,0,0,0,0,DB07298,DB03381,HIV,0
0,0,0,0,0,DB01923,DB00218,HIV,0
0,0,0,0,0,DB04590,DB09238,HIV,0
0,0,0,0,0,DB03974,DB02113,HIV,0
0,0,0,0,1,DB14542,DB07358,HIV,0
0,0,0,0,0,DB07605,DB07152,HIV,0
0,0,0,0,0,DB07007,DB06834,HIV,0
0,0,0,0,0,DB02803,DB03698,HIV,0
0,0,0,0,0,DB08778,DB02532,HIV,0
0,0,0,0,0,DB03940,DB02294,HIV,0
0,0,0,0,0,DB15164,DB03414,HIV,0
0,0,0,0,0,DB02683,DB07141,HIV,0
0,0,0,0,0,DB03888,DB12328,HIV,0
0,0,0,0,0,DB03412,DB04451,HIV,0
1,0,1,1,1,DB14487,DB13872,HIV,0
0,0,0,0,0,DB08774,DB02061,HIV,0
0,0,0,0,0,DB01840,DB01652,HIV,0
0,0,0,0,0,DB03423,DB01663,HIV,0
0,0,0,0,0,DB07202,DB02936,HIV,0
0,0,0,0,0,DB02604,DB07034,HIV,0
0,0,0,0,0,DB04293,DB06916,HIV,0
0,1,0,1,0,DB00735,DB08601,HIV,0
0,0,0,0,0,DB02785,DB06739,HIV,0
0,0,0,0,0,DB04687,DB15598,HIV,0
0,0,0,0,0,DB08539,DB03230,HIV,0
0,0,0,0,0,DB01918,DB04948,HIV,0
0,0,0,1,1,DB15699,DB07069,HIV,0
0,0,0,0,0,DB03700,DB02290,HIV,0
0,0,0,1,0,DB07947,DB00734,HIV,0
0,0,0,0,0,DB07654,DB02426,HIV,0
0,0,0,0,0,DB04059,DB00458,HIV,0
0,0,0,0,0,DB08463,DB02270,HIV,0
0,0,0,0,0,DB08178,DB16236,HIV,0
0,0,0,0,0,DB03994,DB04508,HIV,0
0,0,0,0,0,DB02346,DB03798,HIV,0
1,0,1,1,1,DB09201,DB01328,HIV,0
0,0,0,0,0,DB07316,DB02370,HIV,0
1,1,1,1,1,DB01416,DB00346,HIV,0
1,1,1,1,1,DB00492,DB00882,HIV,0
0,0,0,0,0,DB07541,DB00812,HIV,0
0,0,0,0,0,DB04932,DB08707,HIV,0
0,0,0,0,0,DB03934,DB02662,HIV,0
0,0,0,0,0,DB01856,DB00922,HIV,0
0,0,0,0,0,DB00477,DB03596,HIV,0
0,0,0,0,0,DB03847,DB00443,HIV,0
0,0,0,0,0,DB03351,DB04389,HIV,0
1,1,0,1,1,DB13335,DB03268,HIV,0
0,0,0,0,0,DB06901,DB08767,HIV,0
0,0,0,0,0,DB03673,DB00337,HIV,0
0,0,0,0,0,DB03799,DB11712,HIV,0
1,0,1,1,1,DB05381,DB06441,HIV,0
0,0,0,0,1,DB00257,DB08253,HIV,0
0,0,0,0,1,DB01205,DB07413,HIV,0
0,0,0,0,0,DB04007,DB03061,HIV,0
1,0,1,0,1,DB00653,DB02032,HIV,0
0,0,0,0,0,DB04401,DB14066,HIV,0
0,0,0,0,0,DB11604,DB08076,HIV,0
1,0,0,1,1,DB13998,DB11587,HIV,0
0,0,0,0,0,DB04012,DB04687,HIV,0
0,0,0,0,0,DB08284,DB08771,HIV,0
0,0,0,0,0,DB04865,DB08629,HIV,0
0,0,0,0,0,DB07734,DB01804,HIV,0
1,0,0,1,1,DB02977,DB00266,HIV,0
0,0,0,0,0,DB07349,DB07329,HIV,0
0,0,0,0,0,DB03255,DB14724,KEGG,0
0,0,1,1,1,DB00403,DB01237,KEGG,0
1,0,0,1,1,DB06766,DB13967,KEGG,0
0,0,0,0,1,DB00195,DB02598,KEGG,0
0,0,0,0,0,DB03939,DB15489,KEGG,0
0,0,0,0,0,DB07349,DB07877,KEGG,0
0,0,0,0,0,DB08362,DB06842,KEGG,0
0,0,0,0,0,DB08729,DB07803,KEGG,0
0,0,0,0,0,DB03737,DB04698,KEGG,0
0,0,0,0,0,DB02422,DB00334,KEGG,0
0,0,0,0,0,DB08397,DB08674,KEGG,0
0,0,0,0,0,DB01975,DB02374,KEGG,0
0,0,0,0,0,DB08922,DB07568,KEGG,0
0,0,0,0,0,DB03763,DB07070,KEGG,0
0,0,0,0,0,DB07910,DB04731,KEGG,0
0,0,0,0,0,DB03573,DB07450,KEGG,0
0,0,0,0,0,DB01120,DB03984,KEGG,0
0,0,0,0,0,DB01721,DB11936,KEGG,0
0,0,0,0,0,DB08160,DB08195,KEGG,0
0,0,0,0,0,DB03904,DB03658,KEGG,0
0,0,0,0,0,DB13902,DB14642,KEGG,0
0,0,0,0,0,DB07758,DB04453,KEGG,0
0,0,0,0,0,DB03126,DB03528,KEGG,0
0,0,0,0,0,DB08672,DB04784,KEGG,0
1,0,1,1,1,DB01399,DB04165,KEGG,0
1,0,0,0,0,DB14060,DB11300,KEGG,0
0,0,0,0,0,DB16222,DB08299,KEGG,0
0,0,0,0,0,DB02263,DB01026,KEGG,0
0,0,0,0,0,DB06773,DB06880,KEGG,0
0,0,0,0,0,DB08788,DB03756,KEGG,0
0,0,0,0,0,DB06991,DB01403,KEGG,0
0,0,0,0,0,DB02236,DB00932,KEGG,0
0,0,0,0,0,DB14672,DB01923,KEGG,0
1,0,1,0,0,DB01229,DB04629,KEGG,0
1,0,1,1,1,DB08888,DB11156,KEGG,0
0,0,0,0,0,DB07546,DB03815,KEGG,0
1,0,1,1,1,DB12141,DB00990,KEGG,0
1,0,0,1,1,DB06202,DB01782,KEGG,0
0,0,0,0,0,DB07826,DB00609,KEGG,0
0,0,0,0,0,DB14491,DB08448,KEGG,0
0,0,0,0,0,DB08457,DB02935,KEGG,0
1,0,0,1,0,DB02875,DB06283,KEGG,0
0,0,0,0,0,DB07586,DB02955,KEGG,0
0,0,0,1,1,DB00579,DB01718,KEGG,0
0,0,0,0,0,DB00020,DB08732,KEGG,0
0,0,0,0,0,DB07288,DB07501,KEGG,0
0,0,0,0,0,DB02492,DB08802,KEGG,0
0,0,0,0,0,DB03705,DB04920,KEGG,0
0,0,0,0,0,DB07671,DB02765,KEGG,0
0,0,0,0,0,DB03649,DB16778,KEGG,0
0,0,0,0,0,DB06850,DB08091,KEGG,0
0,0,0,0,0,DB07304,DB09129,KEGG,0
0,0,0,0,0,DB07930,DB03299,KEGG,0
0,1,0,0,0,DB00016,DB02716,KEGG,0
0,0,0,0,0,DB01906,DB02205,KEGG,0
0,0,0,0,0,DB03553,DB02579,KEGG,0
0,0,0,0,0,DB08253,DB02641,KEGG,0
0,0,0,0,1,DB00282,DB04167,KEGG,0
0,0,0,0,0,DB08780,DB06711,KEGG,0
0,0,0,0,0,DB02566,DB04051,KEGG,0
0,0,0,0,0,DB03522,DB00621,KEGG,0
0,0,1,0,1,DB00317,DB02234,KEGG,0
1,0,0,1,1,DB11217,DB06196,KEGG,0
0,0,0,0,0,DB03924,DB14538,KEGG,0
0,0,0,0,0,DB09090,DB07540,KEGG,0
0,0,0,0,0,DB04338,DB08319,KEGG,0
0,0,0,0,0,DB04356,DB02911,KEGG,0
0,0,0,0,0,DB03372,DB06964,KEGG,0
0,0,0,0,0,DB03643,DB03808,KEGG,0
0,0,0,0,0,DB07843,DB10772,KEGG,0
0,0,0,0,0,DB03658,DB03756,KEGG,0
0,0,0,0,0,DB03662,DB06684,KEGG,0
0,0,0,0,0,DB07870,DB02721,KEGG,0
0,0,0,0,0,DB02934,DB04452,KEGG,0
0,0,0,0,0,DB03833,DB00017,KEGG,0
0,0,0,0,0,DB14530,DB04721,KEGG,0
0,0,0,0,1,DB01095,DB04554,KEGG,0
0,0,0,0,0,DB09456,DB03661,KEGG,0
0,0,0,0,0,DB07015,DB00390,KEGG,0
0,0,0,0,0,DB07712,DB07674,KEGG,0
0,0,0,0,0,DB07849,DB09227,KEGG,0
0,0,0,0,0,DB01763,DB02153,KEGG,0
0,0,0,0,1,DB00692,DB04391,KEGG,0
0,0,0,0,0,DB02163,DB08226,KEGG,0
0,0,0,0,1,DB00960,DB08302,KEGG,0
0,1,1,1,1,DB11866,DB01101,KEGG,0
0,1,1,0,0,DB02866,DB01671,KEGG,0
0,0,0,0,0,DB04517,DB08144,KEGG,0
0,0,0,0,0,DB04478,DB01109,KEGG,0
0,0,0,0,0,DB06972,DB03812,KEGG,0
0,0,0,0,0,DB07179,DB08437,KEGG,0
